iter	MultiClass
468	0.4007098852
469	0.400155463
470	0.3998020674
471	0.3994586026
472	0.3991287533
473	0.3989415154
474	0.3986045989
475	0.3982029353
476	0.3976764603
477	0.3973404437
478	0.3971038676
479	0.3967402998
480	0.3961466654
481	0.3956998461
482	0.3952991582
483	0.3948819413
484	0.3945428306
485	0.3940003464
486	0.3937488542
487	0.3932789151
488	0.3928644285
489	0.39237404
490	0.3919885961
491	0.3917436682
492	0.3912673024
493	0.3909264305
494	0.3906506405
495	0.3903422094
496	0.390042143
497	0.3897776023
498	0.389294239
499	0.3888733496
500	0.388492399
501	0.3881585872
502	0.3876670549
503	0.3872826025
504	0.3869776689
505	0.386597094
506	0.3862651435
507	0.3861718308
508	0.3855699548
509	0.3852185967
510	0.3849517809
511	0.3845820546
512	0.3842131162
513	0.3839153704
514	0.3836657282
515	0.3833740498
516	0.3830496625
517	0.3824836647
518	0.3821140359
519	0.3817226812
520	0.3813473612
521	0.3811065683
522	0.3808869565
523	0.3806656843
524	0.3805021894
525	0.3801944734
526	0.3798562515
527	0.3796148711
528	0.3793857327
529	0.3790055422
530	0.3786774496
531	0.3783097637
532	0.378044991
533	0.3777317294
534	0.3774587983
535	0.3770510488
536	0.3767404857
537	0.3763436072
538	0.3760235713
539	0.3758892369
540	0.3755565893
541	0.3753184453
542	0.3749382373
543	0.374637559
544	0.3740895681
545	0.3736893922
546	0.3732932634
547	0.3728771615
548	0.3723951122
549	0.3719000033
550	0.371538037
551	0.3713400525
552	0.3710511655
553	0.3708431823
554	0.3704592644
555	0.3699298014
556	0.3694451636
557	0.3691802535
558	0.3688716675
559	0.3685692509
560	0.3683732497
561	0.3677629577
562	0.3674300434
563	0.367107346
564	0.3668714638
565	0.3665723351
566	0.3662364856
567	0.3659900116
568	0.365753964
569	0.3653184054
570	0.3651791974
571	0.3646608526
572	0.3643068854
573	0.36396166
574	0.363665144
575	0.3634025188
576	0.3631372162
577	0.3628114186
578	0.3626474404
579	0.3620797597
580	0.3617429737
581	0.361332478
582	0.3610516068
583	0.360572743
584	0.3602037916
585	0.3599728822
586	0.359670079
587	0.3592209087
588	0.3588047824
589	0.3586249483
590	0.3584719136
591	0.3581557002
592	0.3578929684
593	0.3576007462
594	0.3573403165
595	0.3570098641
596	0.3567071897
597	0.3564907623
598	0.3559807979
599	0.3558572551
600	0.3555076394
601	0.3551677267
602	0.3549617064
603	0.3547054072
604	0.3544595224
605	0.354245095
606	0.3539236056
607	0.3536334163
608	0.3533604172
609	0.3530588182
610	0.3526403475
611	0.3524602291
612	0.3521748736
613	0.3516863726
614	0.3515033414
615	0.3509118853
616	0.3505787228
617	0.3503786342
618	0.350111712
619	0.3499074083
620	0.3495753133
621	0.3491908493
622	0.3489804867
623	0.3486213242
624	0.3483794448
625	0.3482229333
626	0.3477540621
627	0.3472771167
628	0.346832093
629	0.346466666
630	0.3460327955
631	0.3458939837
632	0.3454878444
633	0.3452982564
634	0.3451098482
635	0.344879613
636	0.3445794037
637	0.3441439889
638	0.3439707594
639	0.3437128017
640	0.3433314766
641	0.3429944108
642	0.3426909855
643	0.3423054808
644	0.3420220376
645	0.3416632765
646	0.3415243161
647	0.3412490207
648	0.3410948319
649	0.3408190494
650	0.340619087
651	0.3404581949
652	0.3403067954
653	0.340045737
654	0.3398315688
655	0.3395454757
656	0.3391859207
657	0.3387329287
658	0.338379122
659	0.3378887013
660	0.3375174988
661	0.3373950783
662	0.3372465117
663	0.3369409947
664	0.3367164107
665	0.3365533023
666	0.3362119012
667	0.3359677197
668	0.3357542803
669	0.3353442734
670	0.3351555627
671	0.3347390928
672	0.3344190219
673	0.3340852572
674	0.3339146309
675	0.3336374622
676	0.3335655567
677	0.3331999323
678	0.3329005789
679	0.3326442183
680	0.3322192237
681	0.3319041493
682	0.3315837148
683	0.3313827033
684	0.3312534289
685	0.3309347136
686	0.3306095993
687	0.3301692891
688	0.3297896493
689	0.3294417432
690	0.3292920658
691	0.3288213462
692	0.3285012973
693	0.32840269
694	0.328169424
695	0.328011259
696	0.3276959227
697	0.3274040747
698	0.3272190357
699	0.3271042474
700	0.3268949355
701	0.3267020625
702	0.3263145471
703	0.3261767061
704	0.3260448778
705	0.3257437217
706	0.3255682208
707	0.3253721045
708	0.3251510598
709	0.3249129703
710	0.3246367399
711	0.3244191551
712	0.3242232107
713	0.324006522
714	0.3236767075
715	0.3234208273
716	0.323185394
717	0.3230221981
718	0.322881996
719	0.3226473151
720	0.3225082938
721	0.3222643458
722	0.321973507
723	0.3217050138
724	0.3212793185
725	0.3210459703
726	0.3208534424
727	0.3206956022
728	0.3203441261
729	0.3199033797
730	0.3196067698
731	0.3195093314
732	0.3191561506
733	0.3189554071
734	0.3186293354
735	0.3182959789
736	0.3180879884
737	0.317795541
738	0.3174762458
739	0.3171755618
740	0.3169806157
741	0.3165833926
742	0.3161285039
743	0.3159459066
744	0.315464829
745	0.3152490007
746	0.3149163539
747	0.3146851336
748	0.3142917088
749	0.3139947429
750	0.3136123371
751	0.3133520679
752	0.3131983285
753	0.3129267349
754	0.3125063428
755	0.3122327069
756	0.3120774526
757	0.3118846872
758	0.3117349841
759	0.3115669121
760	0.3113308901
761	0.3110887389
762	0.3107925736
763	0.3103291724
764	0.3101225392
765	0.3099276221
766	0.30977591
767	0.3095036588
768	0.3093230866
769	0.3092096402
770	0.3088175325
771	0.3086512243
772	0.3085225364
773	0.3082869135
774	0.3081262952
775	0.3078676813
776	0.3077387706
777	0.3075750424
778	0.3074144652
779	0.3073416224
780	0.3068352009
781	0.3066896295
782	0.3065546347
783	0.3064562635
784	0.3062613068
785	0.3060406682
786	0.3058490641
787	0.3057287762
788	0.3055197565
789	0.3052861967
790	0.305080571
791	0.3049665946
792	0.3045800215
793	0.3042429771
794	0.3041505814
795	0.3038175956
796	0.3036266062
797	0.3032818727
798	0.3030016611
799	0.3028201555
800	0.3026468987
801	0.3023585979
802	0.3020129276
803	0.3016811357
804	0.3014963062
805	0.3013563469
806	0.3011199796
807	0.300881128
808	0.3006621246
809	0.3003911497
810	0.3001224502
811	0.2999902823
812	0.2997625988
813	0.2995561508
814	0.299355472
815	0.2991699213
816	0.2989847713
817	0.2988499072
818	0.298616188
819	0.2983868296
820	0.2981664681
821	0.2980132482
822	0.297717307
823	0.2974557859
824	0.297201879
825	0.2968977971
826	0.2967859521
827	0.2963352298
828	0.296149758
829	0.2958385736
830	0.2955993813
831	0.2953429127
832	0.2950620429
833	0.2948607006
834	0.2947050517
835	0.2944609119
836	0.2941539342
837	0.2939450504
838	0.2937323036
839	0.2935869296
840	0.293118994
841	0.2930288643
842	0.292752921
843	0.2924531029
844	0.2923190808
845	0.2920583578
846	0.2918754024
847	0.29168315
848	0.291482824
849	0.2914091967
850	0.2912807707
851	0.2911423969
852	0.2909449979
853	0.2905925993
854	0.2904451613
855	0.2902563546
856	0.2901104952
857	0.2898997447
858	0.2897802986
859	0.2895711324
860	0.2894453664
861	0.2891790824
862	0.2889945761
863	0.2887740184
864	0.2885873907
865	0.2881862759
866	0.2880115851
867	0.2877750644
868	0.2876176062
869	0.2874112368
870	0.2871108786
871	0.2868839789
872	0.2868058202
873	0.2867083401
874	0.286512989
875	0.2861539741
876	0.2860364531
877	0.2858751957
878	0.2856609792
879	0.2854687546
880	0.2853593284
881	0.2852750062
882	0.2849597716
883	0.2848072033
884	0.2845553583
885	0.2843884047
886	0.284198419
887	0.28407727
888	0.2838567548
889	0.2834843444
890	0.2831946103
891	0.2829916812
892	0.2828188244
893	0.2825890833
894	0.2823144108
895	0.2820634075
896	0.2818941117
897	0.2816098694
898	0.281356431
899	0.2810961108
900	0.2808599232
901	0.2806291279
902	0.2804754498
903	0.280277069
904	0.28011911
905	0.279945447
906	0.2796490261
907	0.279509115
908	0.2792847364
909	0.279129682
910	0.2789456665
911	0.2788531053
912	0.2784528358
913	0.2782983225
914	0.2781938516
915	0.2779694374
916	0.277665861
917	0.2775310652
918	0.2772796066
919	0.2770981085
920	0.2768701737
921	0.2766173395
922	0.2764269558
923	0.2761609925
924	0.2758990607
925	0.2755910638
926	0.2754894827
927	0.2753670741
928	0.2752498908
929	0.2749865102
930	0.2749084907
931	0.2746983822
932	0.2746573345
933	0.2743881095
934	0.2741671237
935	0.2740262819
936	0.2737722549
937	0.273662624
938	0.2734221447
939	0.27314684
940	0.2729490962
941	0.2728288613
942	0.2726419352
943	0.2724872272
944	0.2723107809
945	0.2722284743
946	0.2720234862
947	0.271775892
948	0.2715202955
949	0.2712894772
950	0.2709738167
951	0.2707455955
952	0.2704154294
953	0.2702112197
954	0.2699418364
955	0.2697298558
956	0.2695742097
957	0.2693317948
958	0.2690722189
959	0.268900161
960	0.2687772697
961	0.2685090413
962	0.2683878432
963	0.2681854529
964	0.2677884167
965	0.267677339
966	0.2674917895
967	0.2672235048
968	0.2669363035
969	0.2666852682
970	0.2664987972
971	0.2663519025
972	0.266114171
973	0.2658106925
974	0.2657031952
975	0.2653979299
976	0.2651910511
977	0.2650537924
978	0.2648978309
979	0.2647970809
980	0.2646059436
981	0.2644427294
982	0.2642386056
983	0.2640234383
984	0.2637023222
985	0.2633573617
986	0.2630498832
987	0.2628806105
988	0.2627178097
989	0.2625180332
990	0.2621448057
991	0.2618694902
992	0.2617117556
993	0.2614309083
994	0.2613409591
995	0.2611659666
996	0.2609425311
997	0.2606795933
998	0.260491074
999	0.2604454522
